,SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,INCTIME,FIRSTINC,BONUS,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,TYPE2,STATUS2,DATE2,NCALLS2,EMPFT2,EMPPT2,NMGRS2,WAGE_ST2,INCTIME2,FIRSTIN2,SPECIAL2,MEALS2,OPEN2R,HRSOPEN2,PSODA2,PFRY2,PENTREE2,NREGS2,NREGS112,EMPTOT,EMPTOT2,DEMP,PCHEMPC,DWAGE,PCHWAGE,GAP,NJ,BK,KFC,ROYS,WENDYS,PMEAL,PMEAL2,DPMEAL,CLOSED,FRACFT,FRACFT2,ATMIN,NEWMIN,ICODE
55,450,1,0,0,0,0,0,0,1,0,0,2.0,21.0,3.0,4.75,13.0,0.15,0,50.0,2,6.5,16.5,0.97,0.82,0.84,3.0,3.0,1,1,111892,2.0,27.5,8.0,3.0,4.75,13.0,0.25,1.0,2.0,6.0,18.0,0.91,0.84,0.86,3.0,3.0,15.5,34.5,19.0,0.76,0.0,0.0,0.0,0,1,0,0,0,2.63,2.61,-0.020000000000000018,0,0.12903225806451613,0.7971014492753623,0,0,PA STORE
56,454,2,1,0,0,0,0,0,1,0,0,1.0,9.0,3.0,4.5,4.0,0.15,0,,2,11.0,10.0,0.94,0.73,2.53,4.0,3.0,1,1,111292,,0.0,18.0,5.0,5.0,13.0,0.25,0.0,1.0,11.0,11.0,0.94,0.73,2.64,4.0,3.0,8.5,14.0,5.5,0.4888888888888889,0.5,0.1111111111111111,0.0,0,0,1,0,0,4.199999999999999,4.3100000000000005,0.11000000000000121,0,0.11764705882352941,0.0,0,0,PA STORE
57,459,3,1,0,0,0,0,0,1,0,0,5.0,20.0,3.0,4.25,13.0,0.37,0,,2,6.0,16.0,1.05,0.9,0.94,5.0,,2,1,122292,1.0,0.0,20.0,5.0,4.35,28.0,0.15,1.0,2.0,7.0,15.0,1.01,1.01,0.89,4.0,2.0,18.0,15.0,-3.0,-0.18181818181818182,0.09999999999999964,0.0235294117647058,0.0,0,0,0,1,0,2.89,2.91,0.020000000000000018,0,0.2777777777777778,0.0,1,0,PA STORE
58,466,4,0,0,0,0,0,0,1,0,2,8.0,17.5,4.0,4.75,17.0,0.3,1,65.0,3,10.5,11.5,0.94,0.8,0.94,2.0,2.0,1,1,111892,5.0,14.0,12.0,3.0,,52.0,,0.0,1.0,10.5,11.5,0.94,,,2.0,2.0,20.75,23.0,2.25,0.10285714285714286,,,0.0,0,0,0,0,1,2.6799999999999997,,,0,0.3855421686746988,0.6086956521739131,0,0,PA STORE
59,471,1,0,0,0,0,0,0,1,0,2,25.0,20.0,4.0,4.25,26.0,,0,50.0,2,6.0,18.0,0.97,0.84,0.91,2.0,2.0,1,1,111692,,12.0,23.0,3.0,4.25,26.0,0.15,0.0,2.0,6.0,18.0,0.97,0.86,0.91,3.0,1.0,39.0,26.5,-12.5,-0.3816793893129771,0.0,0.0,0.0,0,1,0,0,0,2.72,2.74,0.020000000000000018,0,0.6410256410256411,0.4528301886792453,1,0,PA STORE
60,472,1,0,0,0,0,0,0,1,0,2,37.5,2.0,3.0,4.25,52.0,,0,80.0,2,6.5,16.5,0.97,1.05,0.91,3.0,3.0,1,1,110792,,8.0,25.0,3.0,4.9,13.0,0.18,0.0,2.0,6.0,17.0,0.96,0.84,0.91,3.0,3.0,41.5,23.5,-18.0,-0.5538461538461539,0.6500000000000004,0.15294117647058833,0.0,0,1,0,0,0,2.93,2.71,-0.2200000000000002,0,0.9036144578313253,0.3404255319148936,1,0,PA STORE
61,473,1,0,0,0,0,0,0,1,0,0,5.0,27.0,4.0,4.75,26.0,0.5,1,50.0,2,6.0,17.0,0.97,0.86,0.89,3.0,2.0,1,1,111792,1.0,26.0,15.0,2.0,4.5,19.0,0.13,0.0,2.0,6.0,17.0,0.97,0.84,0.86,3.0,3.0,22.5,35.5,13.0,0.4482758620689655,-0.25,-0.05263157894736842,0.0,0,1,0,0,0,2.72,2.67,-0.050000000000000266,0,0.2222222222222222,0.7323943661971831,0,0,PA STORE
62,475,1,0,0,0,0,0,0,1,0,1,25.0,8.0,3.0,4.5,,,0,60.0,1,7.0,15.0,1.02,0.89,0.9,3.0,3.0,1,1,110792,,10.0,16.0,3.0,4.5,26.0,0.15,0.0,1.0,7.0,15.0,1.02,0.94,0.9,3.0,3.0,32.0,21.0,-11.0,-0.41509433962264153,0.0,0.0,0.0,0,1,0,0,0,2.81,2.86,0.04999999999999982,0,0.78125,0.47619047619047616,0,0,PA STORE
63,476,1,0,0,0,0,0,1,0,0,2,6.0,30.0,3.0,4.25,52.0,0.12,0,60.0,2,6.0,18.0,0.95,0.79,0.91,3.0,3.0,1,1,111792,1.0,5.0,30.0,3.0,4.75,52.0,0.2,0.0,2.0,6.0,18.0,0.96,0.84,1.18,3.0,3.0,24.0,23.0,-1.0,-0.0425531914893617,0.5,0.11764705882352941,0.0,0,1,0,0,0,2.65,2.9799999999999995,0.3299999999999996,0,0.25,0.21739130434782608,1,0,PA STORE
64,477,1,0,0,0,0,0,0,1,0,1,8.0,28.0,4.0,4.25,39.0,0.12,1,50.0,2,6.5,16.5,0.97,0.78,0.99,3.0,3.0,1,1,110792,,6.0,20.0,4.0,6.25,26.0,0.5,0.0,2.0,6.0,17.0,0.96,0.84,0.89,3.0,3.0,26.0,20.0,-6.0,-0.2608695652173913,2.0,0.47058823529411764,0.0,0,1,0,0,0,2.74,2.69,-0.050000000000000266,0,0.3076923076923077,0.3,1,0,PA STORE
65,478,1,0,0,0,0,0,1,0,0,0,32.0,25.0,4.0,4.5,13.0,0.22,0,30.0,2,6.0,19.0,0.97,0.86,0.91,3.0,3.0,2,1,122292,1.0,8.0,30.0,4.0,4.35,13.0,0.25,0.0,2.0,6.0,18.0,1.01,0.88,0.91,3.0,2.0,48.5,27.0,-21.5,-0.5695364238410596,-0.15000000000000036,-0.03333333333333341,0.0,0,1,0,0,0,2.74,2.8000000000000003,0.06000000000000005,0,0.6597938144329897,0.2962962962962963,0,0,PA STORE
66,485,2,1,0,0,0,0,0,1,0,2,1.0,9.0,3.0,4.5,26.0,0.37,0,80.0,2,11.0,10.0,0.95,0.74,2.33,4.0,3.0,1,1,111292,,4.0,12.0,3.0,4.5,19.0,,0.0,2.0,11.0,11.0,1.01,0.73,2.32,4.0,3.0,8.5,13.0,4.5,0.4186046511627907,0.0,0.0,0.0,0,0,1,0,0,4.02,4.06,0.040000000000000036,0,0.11764705882352941,0.3076923076923077,0,0,PA STORE
67,491,3,0,0,0,0,0,0,1,0,0,4.0,25.0,2.0,4.5,13.0,0.37,0,100.0,2,8.5,13.0,1.05,0.91,0.95,3.0,2.0,2,3,123092,3.0,0.0,0.0,0.0,,,,,,,,,,,,,18.5,0.0,-18.5,-1.0,,,0.0,0,0,0,1,0,2.91,,,1,0.21621621621621623,,0,0,PA STORE
68,492,3,1,0,0,0,0,0,1,0,0,2.0,16.0,3.0,4.5,13.0,0.25,0,75.0,2,9.0,12.5,1.11,1.05,0.94,2.0,1.0,1,1,111192,,4.0,15.0,2.0,4.5,19.0,0.1,0.0,2.0,9.0,12.5,1.11,1.11,1.05,2.0,1.0,13.0,13.5,0.5,0.03773584905660377,0.0,0.0,0.0,0,0,0,1,0,3.1,3.2700000000000005,0.17000000000000037,0,0.15384615384615385,0.2962962962962963,0,0,PA STORE
69,497,4,1,0,0,0,0,0,1,0,0,12.0,15.0,3.0,4.5,13.0,0.15,1,37.0,2,10.0,12.0,0.91,0.84,0.84,2.0,2.0,1,1,111392,,,,5.0,,,,0.0,2.0,10.0,12.0,1.01,0.9,0.79,2.0,2.0,22.5,,,,,,0.0,0,0,0,0,1,2.59,2.7,0.11000000000000032,0,0.5333333333333333,,0,0,PA STORE
70,498,4,1,0,0,0,0,0,1,0,2,20.0,10.0,3.0,4.75,26.0,0.1,1,75.0,2,10.0,12.0,0.91,0.84,0.85,2.0,2.0,1,1,111792,2.0,21.0,5.5,3.0,5.0,26.0,,1.0,2.0,10.0,12.0,0.98,0.84,0.9,2.0,2.0,28.0,26.75,-1.25,-0.045662100456621,0.25,0.05263157894736842,0.0,0,0,0,0,1,2.6,2.7199999999999998,0.11999999999999966,0,0.7142857142857143,0.7850467289719626,0,0,PA STORE
71,501,1,0,0,0,0,0,0,1,0,0,14.0,15.0,3.0,4.25,4.0,0.37,1,63.0,2,6.5,16.5,0.84,0.84,0.94,3.0,3.0,1,1,111792,2.0,30.0,15.0,6.0,4.75,4.0,0.35,1.0,1.0,6.0,18.0,1.03,0.91,0.91,3.0,3.0,24.5,43.5,19.0,0.5588235294117647,0.5,0.11764705882352941,0.0,0,1,0,0,0,2.62,2.85,0.22999999999999998,0,0.5714285714285714,0.6896551724137931,1,0,PA STORE
72,503,1,0,0,0,0,0,0,1,0,2,7.5,14.0,4.0,4.75,,0.12,0,100.0,2,6.5,16.5,0.97,0.84,0.91,3.0,3.0,1,1,110792,,35.0,6.5,3.0,4.5,13.0,0.15,0.0,2.0,6.0,18.0,0.97,0.84,1.0,3.0,3.0,18.5,41.25,22.75,0.7615062761506276,-0.25,-0.05263157894736842,0.0,0,1,0,0,0,2.72,2.81,0.08999999999999986,0,0.40540540540540543,0.8484848484848485,0,0,PA STORE
73,510,3,1,0,0,0,0,0,1,0,0,7.0,25.0,4.0,4.25,26.0,0.25,0,60.0,2,6.0,16.0,1.05,0.91,1.05,3.0,3.0,1,1,111892,2.0,2.5,17.5,3.0,,13.0,,1.0,2.0,7.0,15.0,1.05,1.01,,5.0,3.0,23.5,14.25,-9.25,-0.4900662251655629,,,0.0,0,0,0,1,0,3.01,,,0,0.2978723404255319,0.17543859649122806,1,0,PA STORE
74,511,3,1,0,0,0,0,0,1,0,0,4.0,16.0,3.0,4.75,9.0,0.15,0,75.0,2,6.0,16.5,1.01,0.91,1.05,4.0,4.0,1,1,111192,,3.0,13.0,3.0,4.75,,,0.0,2.0,7.0,15.0,1.01,1.01,0.89,6.0,2.0,15.0,12.5,-2.5,-0.18181818181818182,0.0,0.0,0.0,0,0,0,1,0,2.9699999999999998,2.91,-0.05999999999999961,0,0.26666666666666666,0.24,0,0,PA STORE
75,514,3,0,0,0,0,0,0,1,0,0,5.0,20.0,3.0,4.5,26.0,0.25,0,25.0,2,6.0,16.0,0.94,0.9,0.94,5.0,3.0,1,1,111192,1.0,23.0,16.0,3.0,4.25,10.0,0.2,0.0,2.0,6.0,16.0,0.95,0.95,1.05,6.0,4.0,18.0,34.0,16.0,0.6153846153846154,-0.25,-0.05555555555555555,0.0,0,0,0,1,0,2.78,2.95,0.17000000000000037,0,0.2777777777777778,0.6764705882352942,0,0,PA STORE
76,516,3,1,0,0,0,0,0,1,0,2,6.0,22.5,3.0,4.75,13.0,0.12,0,23.0,3,6.0,16.0,1.05,0.91,1.05,4.0,3.0,1,1,111692,,2.0,12.0,2.0,4.91,14.0,0.18,1.0,2.0,8.0,14.0,1.01,0.95,0.89,5.0,3.0,20.25,10.0,-10.25,-0.6776859504132231,0.16000000000000014,0.033684210526315816,0.0,0,0,0,1,0,3.01,2.85,-0.1599999999999997,0,0.2962962962962963,0.2,0,0,PA STORE
77,521,1,0,0,0,0,0,1,0,0,0,2.5,20.0,3.0,4.25,13.0,,1,50.0,2,6.5,16.5,,,0.52,4.0,4.0,1,1,110792,,0.0,12.0,8.0,4.4,13.0,0.13,1.0,2.0,7.0,16.0,0.41,0.84,0.89,4.0,2.0,15.5,14.0,-1.5,-0.1016949152542373,0.15000000000000036,0.035294117647058906,0.0,0,1,0,0,0,,2.14,,0,0.16129032258064516,0.0,1,0,PA STORE
78,522,1,0,0,0,0,0,1,0,0,2,2.0,30.0,4.0,4.35,26.0,0.2,0,75.0,3,7.0,16.0,1.0,0.87,0.94,3.0,3.0,1,1,110792,,3.0,23.0,3.0,4.25,26.0,0.15,0.0,3.0,7.0,16.0,1.0,0.74,0.95,3.0,3.0,21.0,17.5,-3.5,-0.18181818181818182,-0.09999999999999964,-0.022988505747126357,0.0,0,1,0,0,0,2.81,2.69,-0.1200000000000001,0,0.09523809523809523,0.17142857142857143,0,0,PA STORE
79,113,1,0,1,0,1,0,0,0,0,0,0.0,22.0,4.0,,,,1,,2,7.0,16.0,1.06,0.95,1.0,4.0,,1,1,111092,,2.0,40.0,5.0,5.05,26.0,0.28,1.0,2.0,7.0,16.0,1.05,0.9,0.98,3.0,2.0,15.0,27.0,12.0,0.5714285714285714,,,,1,1,0,0,0,3.01,2.93,-0.07999999999999963,0,0.0,0.07407407407407407,0,1,"NJ STORE, BAD WAGE"
80,123,1,0,1,0,1,0,0,0,0,0,0.0,20.0,5.0,,13.0,,0,28.0,2,7.0,14.5,1.06,0.95,1.01,2.0,1.0,1,1,111092,,5.0,25.0,4.0,5.05,26.0,0.15,0.0,3.0,7.5,14.0,1.05,0.94,1.0,3.0,2.0,15.0,21.5,6.5,0.3561643835616438,,,,1,1,0,0,0,3.0199999999999996,2.99,-0.02999999999999936,0,0.0,0.23255813953488372,0,1,"NJ STORE, BAD WAGE"
81,135,3,0,1,0,1,0,0,0,0,0,10.0,20.0,4.0,,26.0,,0,,0,9.0,12.5,,,,5.0,3.0,1,1,111692,,8.0,24.0,3.0,5.05,,0.25,0.0,2.0,10.0,11.5,1.16,1.06,1.05,5.0,3.0,24.0,23.0,-1.0,-0.0425531914893617,,,,1,0,0,1,0,,3.2699999999999996,,0,0.4166666666666667,0.34782608695652173,0,1,"NJ STORE, BAD WAGE"
82,138,3,1,1,0,0,1,0,0,0,0,4.5,25.5,2.0,,,,1,,2,10.0,11.5,1.12,1.07,1.06,6.0,,1,1,111692,,2.0,33.0,3.0,5.05,26.0,0.2,0.0,2.0,10.0,11.5,1.21,1.01,0.94,6.0,4.0,19.25,21.5,2.25,0.11042944785276074,,,,1,0,0,1,0,3.2500000000000004,3.1599999999999997,-0.09000000000000075,0,0.23376623376623376,0.09302325581395349,0,1,"NJ STORE, BAD WAGE"
83,153,1,0,1,0,0,1,0,0,0,0,0.0,25.0,9.0,,52.0,0.15,0,33.0,1,7.0,17.0,1.0,0.95,0.89,4.0,3.0,1,1,111092,,26.5,10.0,3.0,5.05,26.0,0.15,0.0,2.0,7.0,17.0,1.05,0.95,0.95,3.0,2.0,21.5,34.5,13.0,0.4642857142857143,,,,1,1,0,0,0,2.84,2.95,0.11000000000000032,0,0.0,0.7681159420289855,0,1,"NJ STORE, BAD WAGE"
84,181,2,0,1,0,0,1,0,0,0,0,0.0,13.0,3.0,,,,0,100.0,1,10.5,11.0,0.91,0.79,2.34,3.0,2.0,1,1,111192,,1.0,15.0,2.0,5.05,,0.25,0.0,1.0,10.5,11.0,0.95,0.9,2.49,3.0,2.0,9.5,10.5,1.0,0.1,,,,1,0,1,0,0,4.04,4.34,0.2999999999999998,0,0.0,0.09523809523809523,0,1,"NJ STORE, BAD WAGE"
85,191,4,0,1,0,0,1,0,0,0,0,30.0,20.0,4.0,,,,0,,2,10.5,12.0,1.06,0.95,1.06,,1.0,1,1,111792,1.0,0.0,25.0,4.0,5.05,6.0,0.25,1.0,2.0,10.5,12.0,1.02,0.94,1.05,2.0,2.0,44.0,16.5,-27.5,-0.9090909090909091,,,,1,0,0,0,1,3.07,3.01,-0.06000000000000005,0,0.6818181818181818,0.0,0,1,"NJ STORE, BAD WAGE"
86,231,1,0,1,0,0,1,0,0,0,1,,10.0,3.0,,26.0,,0,,2,7.0,16.0,1.02,1.02,0.95,2.0,2.0,1,1,111092,,16.0,6.0,4.0,5.05,4.0,0.25,0.0,1.0,7.0,16.0,0.9,0.95,0.95,3.0,1.0,,23.0,,,,,,1,1,0,0,0,2.99,2.8,-0.1900000000000004,0,,0.6956521739130435,0,1,"NJ STORE, BAD WAGE"
87,236,1,0,1,0,0,1,0,0,0,3,0.0,34.0,4.0,,17.0,,0,95.0,1,7.0,17.0,1.18,1.02,1.06,4.0,3.0,1,1,111792,2.0,23.0,22.0,4.0,5.05,8.0,0.28,1.0,1.0,7.0,18.0,1.1,1.01,0.99,4.0,3.0,21.0,38.0,17.0,0.576271186440678,,,,1,1,0,0,0,3.2600000000000002,3.1000000000000005,-0.1599999999999997,0,0.0,0.6052631578947368,0,1,"NJ STORE, BAD WAGE"
88,254,4,0,1,1,0,0,0,0,1,0,20.0,10.0,3.0,,16.0,,0,,1,7.0,16.0,1.06,0.86,1.06,2.0,2.0,1,1,111492,1.0,28.0,10.0,3.0,5.25,8.0,0.2,1.0,1.0,7.0,15.0,1.0,0.85,1.05,2.0,2.0,28.0,36.0,8.0,0.25,,,,1,0,0,0,1,2.98,2.9000000000000004,-0.07999999999999963,0,0.7142857142857143,0.7777777777777778,0,0,"NJ STORE, BAD WAGE"
89,255,4,0,1,1,0,0,0,0,0,2,0.0,14.0,3.0,,52.0,0.27,1,10.0,1,7.0,14.0,1.01,0.79,0.85,2.0,2.0,1,1,111392,,8.0,12.0,2.0,,52.0,0.14,0.0,1.0,7.0,14.0,1.0,0.85,2.11,2.0,2.0,10.0,16.0,6.0,0.46153846153846156,,,,1,0,0,0,1,2.65,3.96,1.31,0,0.0,0.5,0,0,"NJ STORE, BAD WAGE"
90,294,1,0,1,0,0,1,0,0,0,3,0.0,35.0,3.0,,26.0,0.2,0,70.0,2,7.0,16.0,1.06,0.95,0.95,3.0,3.0,1,1,110992,,0.0,35.0,3.0,5.05,26.0,0.2,0.0,2.0,7.0,16.0,1.05,0.94,0.94,3.0,2.0,20.5,20.5,0.0,0.0,,,,1,1,0,0,0,2.96,2.9299999999999997,-0.03000000000000025,0,0.0,0.0,0,1,"NJ STORE, BAD WAGE"
91,306,3,1,1,0,0,1,0,0,0,0,15.0,15.0,3.0,,17.0,,0,,2,6.0,17.0,1.02,,1.06,4.0,4.0,1,1,111792,1.0,6.0,20.0,3.0,5.05,26.0,0.23,0.0,2.0,6.0,18.0,1.11,1.05,1.05,,2.0,25.5,19.0,-6.5,-0.29213483146067415,,,,1,0,0,1,0,,3.21,,0,0.5882352941176471,0.3157894736842105,0,1,"NJ STORE, BAD WAGE"
92,311,4,0,1,0,0,1,0,0,0,2,0.0,30.0,4.0,,26.0,0.32,1,78.0,2,10.5,11.5,0.91,0.91,1.06,2.0,2.0,1,1,111392,,35.0,30.0,3.0,5.05,,0.2,0.0,2.0,10.5,11.5,1.01,0.95,1.05,2.0,2.0,19.0,53.0,34.0,0.9444444444444444,,,,1,0,0,0,1,2.88,3.01,0.1299999999999999,0,0.0,0.660377358490566,0,1,"NJ STORE, BAD WAGE"
93,315,1,0,1,1,0,0,0,0,0,0,5.0,19.0,2.0,,4.0,0.25,1,65.0,3,7.0,16.0,1.0,0.85,0.88,3.0,2.0,1,1,110992,,4.5,20.0,2.0,5.05,8.0,0.08,0.0,2.0,7.0,16.0,1.05,0.84,0.87,3.0,2.0,16.5,16.5,0.0,0.0,,,,1,1,0,0,0,2.73,2.7600000000000002,0.03000000000000025,0,0.30303030303030304,0.2727272727272727,0,1,"NJ STORE, BAD WAGE"
94,335,1,1,1,1,0,0,0,0,0,0,9.0,10.0,3.0,,13.0,0.17,0,100.0,1,6.0,17.0,1.06,0.92,0.92,5.0,2.0,1,1,111892,3.0,7.0,13.0,3.0,5.05,26.0,0.13,0.0,1.0,6.0,17.0,1.05,0.94,0.94,5.0,2.0,17.0,16.5,-0.5,-0.029850746268656716,,,,1,1,0,0,0,2.9,2.9299999999999997,0.029999999999999805,0,0.5294117647058824,0.42424242424242425,0,1,"NJ STORE, BAD WAGE"
95,372,1,1,1,0,0,1,0,0,0,2,0.0,45.0,5.0,,26.0,0.15,1,30.0,3,6.5,19.0,1.1,0.95,1.1,4.0,,1,1,111792,1.0,30.0,20.0,5.0,5.05,8.0,0.08,0.0,2.0,6.5,18.5,1.06,1.05,1.04,4.0,3.0,27.5,45.0,17.5,0.4827586206896552,,,,1,1,0,0,0,3.15,3.1500000000000004,4.440892098500626e-16,0,0.0,0.6666666666666666,0,1,"NJ STORE, BAD WAGE"
96,6,3,1,1,0,1,0,0,0,0,2,2.0,2.0,2.0,5.0,13.0,0.25,0,100.0,1,11.0,7.0,1.2,1.17,2.35,4.0,2.0,1,1,111792,1.0,5.0,2.0,2.0,5.05,13.0,0.15,0.0,1.0,10.0,8.0,1.11,1.01,2.23,4.0,2.0,5.0,8.0,3.0,0.46153846153846156,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,1,0,4.720000000000001,4.35,-0.370000000000001,0,0.4,0.625,0,1,"NJ STORE, HI-WAGE"
97,14,2,0,1,0,1,0,0,0,0,0,10.0,8.0,2.0,5.12,6.0,0.25,0,0.0,3,11.0,11.0,1.06,0.85,2.49,6.0,5.0,1,1,110592,,4.0,17.0,3.0,5.05,13.0,0.25,1.0,2.0,11.0,11.0,1.05,0.94,2.6,6.0,3.0,16.0,15.5,-0.5,-0.031746031746031744,-0.07000000000000028,-0.013671875000000056,0.0,1,0,1,0,0,4.4,4.59,0.1899999999999995,0,0.625,0.25806451612903225,0,1,"NJ STORE, HI-WAGE"
98,26,1,0,1,0,0,1,0,0,0,3,30.0,15.0,4.0,5.56,6.0,,1,,2,7.0,16.0,1.06,0.91,0.98,4.0,2.0,1,1,111792,2.0,10.0,20.0,4.0,5.05,,,0.0,2.0,7.0,16.0,1.01,0.94,0.94,5.0,4.0,41.5,24.0,-17.5,-0.5343511450381679,-0.5099999999999998,-0.09172661870503594,0.0,1,1,0,0,0,2.95,2.8899999999999997,-0.0600000000000005,0,0.7228915662650602,0.4166666666666667,0,1,"NJ STORE, HI-WAGE"
99,27,2,1,1,0,1,0,0,0,0,2,4.0,10.0,4.0,5.0,,0.37,0,0.0,1,11.0,10.0,1.06,0.85,2.34,4.0,3.0,1,1,111292,,0.0,7.0,4.0,5.05,26.0,0.25,0.0,1.0,11.0,10.0,1.05,0.84,2.53,4.0,3.0,13.0,7.5,-5.5,-0.5365853658536586,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,1,0,0,4.25,4.42,0.16999999999999993,0,0.3076923076923077,0.0,0,1,"NJ STORE, HI-WAGE"
100,30,2,0,1,0,0,1,0,0,0,4,6.0,4.0,2.0,5.0,13.0,0.37,0,0.0,1,11.0,10.0,1.06,1.06,2.53,2.0,2.0,1,1,111292,,4.0,3.0,2.0,5.05,19.0,0.25,1.0,1.0,11.0,10.0,0.94,0.92,2.69,2.0,2.0,10.0,7.5,-2.5,-0.2857142857142857,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,1,0,0,4.65,4.55,-0.10000000000000053,0,0.6,0.5333333333333333,0,1,"NJ STORE, HI-WAGE"
101,31,2,0,1,0,1,0,0,0,0,2,4.0,16.0,3.0,5.25,13.0,0.15,0,0.0,2,11.0,11.0,1.03,1.06,2.56,4.0,3.0,1,1,111492,3.0,6.0,15.0,5.0,5.05,26.0,0.25,0.0,1.0,10.5,12.5,1.0,1.05,2.64,4.0,4.0,15.0,18.5,3.5,0.208955223880597,-0.20000000000000018,-0.038095238095238126,0.0,1,0,1,0,0,4.65,4.6899999999999995,0.03999999999999915,0,0.26666666666666666,0.32432432432432434,0,1,"NJ STORE, HI-WAGE"
102,33,3,0,1,0,0,1,0,0,0,0,12.0,20.0,4.0,5.0,26.0,0.25,0,7.0,2,6.0,17.0,1.02,1.07,0.95,5.0,4.0,1,1,111392,,6.0,11.0,5.0,5.05,,0.2,0.0,2.0,6.0,17.0,1.11,1.06,1.05,4.0,2.0,26.0,16.5,-9.5,-0.4470588235294118,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,1,0,3.04,3.2199999999999998,0.17999999999999972,0,0.46153846153846156,0.36363636363636365,0,1,"NJ STORE, HI-WAGE"
103,36,4,0,1,0,1,0,0,0,0,0,8.0,12.0,4.0,5.5,30.0,0.17,1,0.0,2,10.5,13.0,1.02,0.91,2.57,2.0,2.0,1,1,111492,,10.0,35.0,6.0,5.05,26.0,0.15,1.0,2.0,10.5,12.5,0.95,0.89,1.19,2.0,2.0,18.0,33.5,15.5,0.6019417475728155,-0.4500000000000002,-0.08181818181818185,0.0,1,0,0,0,1,4.5,3.03,-1.4700000000000002,0,0.4444444444444444,0.29850746268656714,0,1,"NJ STORE, HI-WAGE"
104,77,3,0,1,0,0,1,0,0,0,0,6.0,50.0,4.0,5.0,4.0,0.15,0,100.0,2,6.0,19.0,1.18,1.07,1.17,6.0,5.0,1,1,111992,4.0,4.0,60.0,3.0,5.05,52.0,0.15,0.0,2.0,6.0,19.0,1.06,1.06,1.05,6.0,2.0,35.0,37.0,2.0,0.05555555555555555,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,1,0,3.42,3.17,-0.25,0,0.17142857142857143,0.10810810810810811,0,1,"NJ STORE, HI-WAGE"
105,78,3,1,1,0,0,1,0,0,0,0,13.0,10.0,3.0,5.0,26.0,0.15,0,0.0,2,6.0,17.0,1.12,1.02,1.02,4.0,2.0,1,1,111392,,10.0,12.0,2.0,5.05,26.0,0.1,0.0,2.0,7.0,16.0,1.11,1.01,1.05,5.0,3.0,21.0,18.0,-3.0,-0.15384615384615385,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,1,0,3.16,3.17,0.009999999999999787,0,0.6190476190476191,0.5555555555555556,0,1,"NJ STORE, HI-WAGE"
106,81,4,0,1,0,0,1,0,0,0,4,25.0,13.0,3.0,5.0,26.0,0.1,0,95.0,2,10.0,12.0,1.06,0.98,1.06,2.0,2.0,2,1,121592,3.0,0.0,45.0,4.0,5.05,,,1.0,2.0,10.5,11.5,1.11,0.98,2.07,2.0,1.0,34.5,26.5,-8.0,-0.26229508196721313,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,0,1,3.1,4.16,1.06,0,0.7246376811594203,0.0,0,1,"NJ STORE, HI-WAGE"
107,82,4,0,1,0,0,1,0,0,0,6,8.0,14.5,3.0,5.0,13.0,0.37,1,0.0,2,10.5,13.5,1.06,1.03,1.06,2.0,2.0,1,1,111492,,25.0,8.0,4.0,5.05,13.0,0.18,1.0,2.0,10.5,13.5,1.11,0.98,1.05,2.0,2.0,18.25,33.0,14.75,0.5756097560975609,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,0,1,3.15,3.1399999999999997,-0.010000000000000231,0,0.4383561643835616,0.7575757575757576,0,1,"NJ STORE, HI-WAGE"
108,83,4,0,1,0,0,1,0,0,0,2,12.5,20.0,2.0,5.0,13.0,0.25,0,11.0,2,10.5,13.5,1.06,0.98,2.13,2.0,2.0,1,1,111792,2.0,,,4.0,5.05,26.0,0.5,0.0,2.0,10.0,14.0,1.11,0.89,0.99,2.0,2.0,24.5,,,,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,0,1,4.17,2.99,-1.1799999999999997,0,0.5102040816326531,,0,1,"NJ STORE, HI-WAGE"
109,85,1,0,1,0,1,0,0,0,1,3,7.0,20.0,3.0,5.5,26.0,0.52,0,1.0,1,9.0,12.5,1.12,1.02,1.02,5.0,4.0,1,1,111692,,0.0,35.0,3.0,5.05,26.0,0.18,0.0,1.0,9.0,12.5,1.11,1.01,1.05,5.0,1.0,20.0,20.5,0.5,0.024691358024691357,-0.4500000000000002,-0.08181818181818185,0.0,1,1,0,0,0,3.16,3.17,0.009999999999999787,0,0.35,0.0,0,1,"NJ STORE, HI-WAGE"
